,reviews,Rating,Ranking
167,unprofessional. i asked them to send me a picture of what was wrong and i was given a piece of paper that said i needed repairs to a refrigerator small leak.  they asked if i wanted them to come out and make the repairs or if i would have to hire them.  i chose the latter.  i am still waiting for the repairs to,2,negative
168,"unprofessional"" and ""ill-equipped"" to do his job.",2,negative
169,"in retrospect, it's probably a good idea to hire a handyman rather than just a handyman for a house that has been repaired multiple times.  i learned a long time ago that you cannot expect a handyman to know how to fix my equipment exactly the same way i did",2,negative
170,"unprofessional. .,the guy was having none of it. he was shouting at me and once he realized i wasn't going to take it his tone changed dramatically. i honestly can't say i felt bad for his feelings, but he was clearly unprofessional and unprofessional.""",2,negative
171,would not recommend this company.  . they delay in responding to repairs and,2,negative
172,"unprofessional, rude even.  i don't know anyone who would willingly do that to my property!",2,negative
173,"i posted this review several months ago, but it has not been updated.",2,negative
174,the company that runs this place is the same people that owned boca raton.,2,negative
175,overly crowded and not that big.,2,negative
176,neither heat nor air conditioner,2,negative
177,unprofessional and lied when they said they had done a horrendous repair job that cost us over $1000 dollars.  i will never buy a used car from them again and i will tell my friends to avoid them like the plague.,2,negative
178,"i have used this company in the past and have been very satisfied.  this time, however, they failed to appear on",2,negative
179,unprofessional. i won't be using them again.,2,negative
180,"lashes don't wash away so well, so i toss them in the dishwasher, dry them, and repeat.
apart from that, i have to wonder if they were built properly or if some idiot broke the right way to install a lift.
never again!",2,negative
181,"ter
#
unprofessional garbage upper that wouldn't stop spinning. they would not return calls to tenants. more than likely, you will have to live with the problems you created. i recommend against renting from this company.
was told a bid will be emailed to me but never received.  never received.  called them for a bid to repair roof needed $5,
#
unprofessional and ""rude"".  and on top of that, the gentleman refused to write a letter of apology after i politely reminded him that it was against the rules.",2,negative
182,"however, the gentleman did write a letter of apology in which he apologized for the inconvenience caused and assured his regret at the manner in which the work was performed. i also",2,negative
183,unprofessional. i wouldn't recommend anyone to contact this company.,2,negative
184,"read the other reviews and avoid like the plague .. would give zero stars if possible ..


bosch range repair was horrible! the repair guy came in and tried to sell me a new range for $800. he told me the manufacturer had changed the material to which i had a
#
unprofessional and disrespectful. i almost dropped the appt before they even got here.
i have worked with many a hardworking, honest, hardworking person in my 30 years of working with people with special needs, and this was the worst example i have ever had.  he was vocabulary is for picking on, and walked right up to a word,
#
unprofessional. after talking to the manager and other reps, i have to decide between airing my complaints publicly and letting them sort it out privately.
funny how at home depot, everything is a dollar store...
like so many other thrift stores, you find inexpensive and mid-range furniture especially at home depot. i found an armchair which was
#
unprofessional and told me i should have listened to my wife and got a second opinion.
i have hung up on him numerous times and have to remind people i hang out here every chance i get.
a waste of time and money.",2,negative
185,not a good experience. i'm still waiting for them to stand behind their work on a repair that was very,2,negative
186,unprofessional touch.  they seemed really eager to get it done and didn't seem to be able to stop themselves. my only complaint is that i think they could've done a better job than that.,2,negative
187,things to consider before completing any home renovation project. first off make sure they fire the contractors fairly soon after completing the project.  after all this work,2,negative
188,unprofessional and did not seem to be in the mood to actually work.  i was given a two hour window and simply waited and waited around. the wait time was over an hour. i was told that if i checked my email i could come over and have a look at the deck before i made the purchase. i was told that if i didn't,2,negative
189,unprofessional that they weren't able to stop my ticketing me for the drywall repair even though i was warned multiple times that i needed to stop catching rain.,2,negative
190,absolutely horrible.  they have a full kitchen sink and tub with full plumbing going into them.  they have had 3 repairs on the sink and tub in the last 2 days and my water,2,negative
191,unprofessional). i don't recommend this company.,2,negative
192,"pretty bad . vac blows cold air, not good for hot climates . where do i put my winter gear now that it's over a month old!",2,negative
193,"terrible repair. they go into private in order to raise their fees , but very poor sense of urgency . as soon as they say you need the",2,negative
194,unprofessional and did not listen when i asked why there was a delay in reschewing. i guess i should have known better but i was quite upset. might not recommend to everyone.,2,negative
195,"now this is a verbatim account of what i experienced when they arrived too soon for my wife and I to adjust our air conditioning units. remember those units
#
unprofessional and only want you to work for them. they have conduct themselves in a manner that is neither friendly nor professional. do yourself a favor, and go somewhere else, b/c it's busy. i'm sure they have nice employees.",2,negative
196,"not very friendly""  when i called and made the appointment. the young girl who answered",2,negative
197,unprofessional. i won't be using them again.,2,negative
198,"they delivered my refrigerator, mr. fix it didn't work no thanks.""",2,negative
199,"went here with the family so that my kids could get their first experience bowling. did hear that it was recently renovated but honestly speaking the renovation was very superficial/cosmetic only. lots of half ass signs
#
unprofessional and told me that his , too , was a showboat.""",2,negative
200,"i was ultimately let go and not paid, however, we were told that we were ""talking about a big fella"" (presumably jim rhodes). jim, you should be ashamed of yourself and perhaps investigated. i wonder how many of the other",2,negative
201,"unprofessional. he was also the one who originally contacted me about the reclining parts of the seats. i asked him if he knew anyone who knew someone who could install them. he said no and then hung up on me. don't get scammed by this guy, i will never use any other company ever!",2,negative
202,"what a rude horrible business person
#
unprofessional and tried to intimidate me into paying a little more. and even offered to pay for the medical marijuana, but i declined the offer, as i don't believe it would help my husband's neck in any way. really weird experience, to be honest.
i'm so happy i didn't get to try this restaurant.  it's like a
#
unprofessional for the 15 minutes they were in my house i did not tell them i planned to repair my own home.  they did not explain why they were adding a new charge for a $10 repair -- the $10 charge was for something else entirely.  i am sure our bill will never be small because this is what they get paid for every time
#
unprofessional and lied to my face, she wrote in her review.",2,negative
203,never pay any contractor work with this company! they are scam artist and they have no integrity!,2,negative
204,"great contractor, but this company failed to perform as promised.  we contacted them for general repairs, but they instead sent out bbb contractor jc.  we later contacted another contractor",2,negative
205,unprofessional and told me i should have left right then and there.,2,negative
206,miscellaneous  - their repair guys are knowledgable and can fix most anything.  they quoted me $4000 for a repair that was $200. they are willing to overcharge you for basic repairs but won't do anything else.,2,negative
207,would never recommend this company to anyone,2,negative
208,"unprofessional, rude employees.  they make you wait around for them to call you, then when they don't get calls, they refuse to return you call.  the warranty isn't covered so you have to deal with them to make repairs.  i wish i checked other reviews here.",2,negative
209,had them come out for an estimate to repair some tile around,2,negative
210,"unprofessional"" and ""really rude"" when he attempted to sell her a $4,800 fully automatic assault rifle, she told him no and he proceeded to argue with her (her terms). when she refused to buy it, he proceeded to threaten her and her family's life.",2,negative
211,the furniture was never fixed. the walls had been repaired in the past,2,negative
212,unprofessional only a problem my kitchen sink wasn't working. so i called their attention to the fact that the first response came in more than 2 months and the second one (i think they're still working on it) came in less than 30 days. so obviously the second company was able to fix my sink 4 months early. problem is i now have a,2,negative
213,"unprofessional.  they made a deal with the landlord where the rent goes down but the furnace stays the same.  i still have not received my letter, receipt, or tag.  i am still waiting for the above mentioned repairs to take place.  i am so angry and frustrated.  the repairman that finally appeared had come to the home to",2,negative
214,"unprofessional,"" she complained to the owner.  the lady at oakhurst said there wasn't anything she would do.",2,negative
215,this company is the worst. first american home warranty covered the repairs they did. after that they sent a plumber to repair the leaks in the ceiling. the plumber confirmed what the technician had noticed - a lot of water was,2,negative
216,unprofessional and lied about what kind of computer i had.,2,negative
217,it took them 8 weeks to repair something that was definitely not their responsibility.,2,negative
218,"once again i must disagree, as producers we produce our shows that are broadcast on the public channel. regardless if we are public broadcasters, we still adhere to the guidelines to ensure the integrity of the product. ",2,negative
219,unprofessional. and he did a terrible job. ,2,negative
220,"he makes you feel like you need a roommate or something. and i agree with other reviewers that this place is a joke.""",2,negative
221,called them for an estimate on repair to basement light switch.  they came out and looked at the job.  gave me an estimate of $3500.00 to,2,negative
222,"unprofessional and shouldn't have been in my rental. and for the repair, i would have preferred they did not even be listed here.",2,negative
223,i put in a request for anyone with any information on this repair to contact me. i will update this once that information is received.,2,negative
224,"this place is a joke, they send a guy in to look at your",2,negative
225,"unprofessional"" and ""was never offered anything more than a cancellation fee.""  the support person was also very unprofessional.  he screamed at me, hung up on me, and accused me of lying to the company.  i will never use this company again.",2,negative
226,we use this company for nearly everything.  we have had issues with the way they,2,negative
227,"unprofessional and did not show remorse.""",2,negative
228,"told me they closed on a house in dec 2014 and recommended a new roof, windows and trim.  i liked the sound of that and thought it would be a nice change from the 3br family house.  well, the new roof, windows and trim didn't fit together well and i had a feeling things",2,negative
229,unprofessional and didn't tell me what the charge was.  when i asked to speak to the owner he stormed out of my hand and didn't return my call.  if you want your business to be treated with respect and professionalism at all costs then this place is not a place to go to.,2,negative
230,i took my daughter's instrument in for repair because,2,negative
231,"unprofessional, and kept saying something like, ""we don't comment on that."" and then hung up on me!",2,negative
232,i have called them numerous times to resolve the issue and always get a voicemail.  i think they just get lazy.,2,negative
233,beware!  any opportunity they get they will try to scam you!  even if it is just,2,negative
234,"unprofessional. the bbb has done very few of the things it advertises. i don't know how it's still in business. someone please tell us this is a good company.""",2,negative
235,we have a home warranty with american home shield company who sent out this company to repair our dryer. they came out and tried to repair it 3 times and,2,negative
236,unprofessional and didn't answer my calls. the mechanic said he wasn't qualified to do repairs like this because he had no idea what a refrigerator was. what a complete waste of time and money this poor mechanic had.,2,negative
237,didn't like that they talk stuff about fir... more money for them to make more money. spencer's is a joke.,2,negative
238,unprofessional. he is also a married father of two teenage girls who absolutely needed to be led somewhere else. i wish i checked the reviews first.,2,negative
239,this place has outgrown it's community.  the newer members are rude the hell off.  they just give you the run around.  they make you feel like you are a nuisance.  it,2,negative
240,"unprofessional.""",2,negative
241,"very unprofessional.  they suggest we have part replaced and do not offer to do the full repair.  a year later, part is still not fixed.  i have sent emails and still have not gotten a response.",2,negative
242,took their time with repair person.  to say the least.  i expected much more from this company,2,negative
243,unprofessional(!) and did not stay to the advertised stay length. we left feeling like there was more to this than what was presented.  would not recommend this place.,2,negative
244,not happy with my experience.  gentleman did not explain well enough about repair and did not write anything down for me.,2,negative
245,"it's strange that there aren't more reviews, especially",2,negative
246,"unprofessional, he screamed at me and hung up on me!! seriously don't make the mistake of trusting this guy. id rather gamble with my money on the house where the problems are.",2,negative
247,i planned on using this company to fix my water heater because my meter showed there had been some leakage. the repairman from air pro agreed to look at the meter,2,negative
248,unprofessional and told me that i should have slept on the rug. i guess i shouldn't have slept on the rug either because of the color of the bedding. the bedding itself was okay but it was falling apart.  the instructions were pretty clear but the sarcasm was not.  i won't be using this company again.,2,negative
249,they came,2,negative
250,unprofessional.  i wish i had checked yelp before i gave them my business.,2,negative
251,this place is straight up dishonest and shady. i called to get an estimate to replace a shower handle. i was given a shocking quote of $ 1500.00. so i called another company who did the work for $335.00. i decided to flag,2,negative
252,unprofessional and insisted on doing further damage to our cabinets before he left.,2,negative
253,"navid bakshi and his realtor company las vegas real estate specialists was hired to assist with a buying decision. the specialist was to have looked at the property and made an offer to the homeowner. the homeowner took no action on the offer. of course, the
#
unprofessional, said one customer.",2,negative
254,poor quality product. had to return 3 times for the same repair. the manager cancelled the repair and told me they need it now. my next step was to get a second opinion. this is the second time they have been unable to fix the issue and the manager says they need to order parts.  the manager also,2,negative
255,"unprofessional, and he did nothing to help.""",2,negative
256,"they are lier.  i hired them to rebuild my home after a major home renovation.  it was great, but obviously a house call wouldn't work.  about a month after they started working on my home, i called and their repair person said that they had no estimate for me to go",2,negative
257,unprofessional. I told him to leave and he laughed and said someone would call me later that day to tell me what the technicians did wrong. never came to that. called someone else. the tech did fix it right the next day. called someone else. the technician fixed it right the week after my call. i never received a note from anyone on the,2,negative
258,unprofessional and lied to bbb about repairs. a week later i had another company come and fix the problem,2,negative
259,"not to my knowledge, ever have a repair man out on a business call.  i can not recommend this company.",2,negative
260,"i got my reciever online and went with my friend toane.  the first person we spoke to was very
#
unprofessional . they talked down to me , acted surprised me they were so expensive . the only good thing to come out of this experience was the package arrived early . i opened it up and found a handwritten note from amy on one of the seats that read  thanks so much for ruining our perfect moment "". she then wrote "" on the way home  we had",2,negative
261,unprofessional and rude to my staff. i told them i would not be returning and urged them to at least mention it in the review.,2,negative
262,"it's unlikely that you would get a full quote from them for this repair, as they have only been in business for a few months. 
but, if you need a part, you'll have to
#
unprofessional.  i'm sure you can't blame the repairman, but you certainly can't blame the tech either...
they have no license, number, or information for the licensed home repair, so they were in the dark as to who did what, when, why, and how long the repairs took, so they just kept doing the same thing
#
unprofessional and refused to answer my calls. i ended up taking a room mate to sleep in our room and cleaning my room. i wouldn't recommend this place to anyone. 


also when i brought this up i was told i should've known better and that i shouldn't have stayed here. my logic would be that if they are going to make
#
unprofessional and don't honor their work.  i wish i had checked yelp before i used this service.
kipp came out 2 weeks early to fix my water heater to tell me it was leaking hot water and needed attention ASAP.  he told me the leak was small and probably not a big deal so he recommended i take it up directly
#
unprofessional....some guy had his head stuck in the sink and his ear drum caught in the peg. the floor was lagging behind them and they couldn't get it adjusted. the guy had to call a lay person who was able to fix it. i highly recommend avoiding them like the plague. 3 meals in and i'm already beginning to feel the effects
#
unprofessional, didn't understand what he was doing, and would not continue. the bed had been broken and they would not fix it. on top of that, the guy was so rude, not help at all. i wouldn't recommend this company.
it's been a while but here's an update. i had my ductwork sealed and tested by
#
unprofessional and kept u on the hook for repair work that was obviously unnecessary.


no real response at all.",2,negative
263,we have a contract with morris jenkins. it has been five months since our last visit and we are still not 100%. i would not recommend this company to anyone.,2,negative
264,the technician from this company was here to evaluate our,2,negative
265,unprofessional and kept me waiting for several days.  i had to go as far as finding someone to take my complaint to the police.  this company has not been good to me in the past and always make promises they cannot deliver. my only hope is that they will set a good example for my children and grandchildren.  i cannot recommend this company.,2,negative
266,unprofessional. i won't be using them again.,2,negative
267,"not thrilled with the fact that the bed that the gryphon was designed to be slept on was not made to code, and the codes that were written for it to not be a class 2 bed. what a waste of time and money.  i also found through research that the reclining",2,negative
268,unprofessional and did not even let him finish his task. he then asked me if i wanted to trade my desk for a better-lit environment. i replied that i would be happy to give him my desk if he replaced it but that i was not prepared to pay that much for it. he then became very rude and asked me why i was willing to,2,negative
269,"unprofessional, they dont know when they are getting robbed and can't seem to get it right.  i would not recommend this place.",2,negative
270,"practically everything is sold as new in the box.  i had a melted gold part in my bathroom sink that was $5 and a new motor would cost $25.  they had me sign a contract
#
unprofessional and did not answer my calls. 
it is now been 3 weeks and i have not heard from you or made any contact with you at all. 
if you are going to do this kind of work, i would suggest that you at least know where you got the equipment from and have a little common sense.",2,negative
271,i was so excited,2,negative
272,unprofessional for me to respond like this.  someone please tell me this place does not belong in the community i call home.,2,negative
273,can i give negative stars? found a good plumber in mesa for repair home theater system. jason was quick to answer queries as well as arrange for me to meet him at the repair.  probably won't ever,2,negative
274,"unprofessional"" and promised not to return. she refused to refund my money. i had to pursue the matter in court.",2,negative
275,"it's the ahs choice for home repair but i decided not to have it done since this business didn't understand what was an emergency situation, a reader named mike wrote in to tell me about the ahs business decision",2,negative
276,"unprofessional"" and told them he will never return. i will never buy a used car from him again.",2,negative
277,"this place has been around about 7 years and it lost whatever cool factor it had about 2 years in. i think they are looking for a part or a repair. i think they are looking for someone to blame. if i could give a
#
unprofessional
got the bigger radish and it exploded in my hand. i don't know if it was the radish or the sun but it was bad. i could have used the money on my hand i was dealt. other than that it was okay.
was sold a lemon. turned out to be a 13 george shell. turned out",2,negative
278,"unprofessional"" and they have stopped responding to my emails. i'll have to keep looking, though, because they haven't done anything yet.",2,negative
279,the management style is appalling and the communication is non-existent. i brought in my hearing aid amp to get repaired and was insulted that i decided to hire a pod tech instead.,2,negative
280,i have brought this up,2,negative
281,unprofessional and rude to my coworkers. they seemed to be in the business of selling repair jobs. i couldn't find any good crash repair people.,2,negative
282,i would give this place 0 stars if possible they did an emergency repair for me two years ago and the next day they were re-arranging my furniture and in the process broke several pieces. they have,2,negative
283,unprofessional) and avoided my calls. i will never use BT again.,2,negative
284,"i bought a sectional from pruitt's a year and a half ago.  this was one of the more expensive ones on the floor, but it was barely noticeable.  about 7 months after using the pruitt's rug, the tufts started to appear,",2,negative
285,Quality workmanship from start to finish.  would not participate in any job if they offered to pay for it.,2,negative
286,"the new addition to the phoenix crew.  professional, but a bit of a pain in the ass.",2,negative
287,a bit of everything is a bit... meh.  might be a bit of everything but i don't really give a,2,negative
288,"Quality workmanship, but the sanctions have not been kind. he would not return calls, he agreed to come by and take a look at my ceiling, but he never showed. i never received a response from him, and when i called he told me he is too busy and can not come. in addition, he told me he is supposed to be the",2,negative
289,Quality work and cleaned up our areas. plus the upkeep is great. but... we aren't really into rhodes... we are more into hunter & gatherers. lots of trees & bushes everywhere. not much to do except look at. where else could one find a nice little mountain range town.,2,negative
290,its been a while but here's an,2,negative
291,Quality workmanship and timely delivery,2,negative
292,few repairs required and better than what some other places charged. we were happy to pay a little more for a better quality roof.,2,negative
293,i would not recommend using this company for repairs. several of their roof reports indicated water damage. i had a leak fixed in the attic and after several attempts to fix it correctly i was told,2,negative
294,Quality workmanship and timely delivery of repairs.,2,negative
295,the vehicles are of acceptable construction and are well maintained.,2,negative
296,i only wish i could leave this company zero stars. on another note i have found thru research that there are many repair companies that will perform roof repairs on their roof according to strict quality control procedures. once a roof has been repaired by one,2,negative
297,Quality work by bbb is a joke.  will not be using them again.  these people are scammers that take commissions from home warranty companies to repair their work.  buyer beware!,2,negative
298,"i used to be a fan, but their constant lying and attempting to get repairs for my plumbing has made me question my entire water heating and water cooling system.",2,negative
299,Quality work and friendly staff always respond promptly to any questions i may have. i will definitely return and will be sure to tell others about my experience.,2,negative
300,i like how they give you an estimate before they do the work? seemed a little extortionate to me. i guess if you want people to come and work with you then good luck on them.,2,negative
301,"Quality work, but don't consider yourself to be an expert. i'm always having to contact the owner and getting no response. beware!",2,negative
302,this is a terrible company. i went through my home warranty company and they sent out tyler from  dependable door systems who wrote a bogus report so the warranty company would not cover the repair . so after paying,2,negative
303,"Quality work!  and the "" before"" picture is of the arugula used in the ""before"" picture.  i was given no info on the work needed and was assured it would be ""perfect"" (well, almost).  i have information regarding the gentleman in the ""after"" picture (oh, my gf, he's so cute",2,negative
304,Quality work with obvious pride in his work.  not sure how it's still in business...,2,negative
305,definitely not happy with my experience.  neither party returned my calls and both parties accepted liability for my mistakes.  i may not return here in the future but hopefully i will explore alternative employment.,2,negative
306,"not happy with my experience.   neither party
#
Quality work! definately not professional. but who isn't looking for the perfect project?
this place is old. and it seems it. despite some major renovations i'd actually say it's less than 10 years old. lots of history, lots of great restaurants and bars, and it just oozes with class. so i guess i should be happy.
#
Quality workmanship, excellent finish, but $10,000+ for a $40 unit?!
newly remodeled pinehurst, nv. plumbing is top notch, supplies are limited, and your staff is clueless.
the complex has done extensive work to update and correct some of the dilapidated elements, but the retrofitted high technology buildings remain
#
Quality workmanship and delivery


bought $25 grand worth of new windows from him.  two years later,  they are still repaired, the work is spotless, and the cost is reasonable.  


call anyone but these guys.",2,negative
307,had roof checked out before purchasing current home 6 months ago and according to the inspector and the staff,2,negative
308,"Quality workmanship, but it has been more than 6 months since my last visit and the beam today broke the touch screen. i haven't been contacted or contacted in return and the line today was longer than it should have been because of traffic. this is my last visit and i will not be making one in the near future.",2,negative
309,"not very ""friendly""",2,negative
310,Quality workmanship and a great personality. we will definitely return. but perhaps we will go somewhere else before this one.,2,negative
311,"the worst place in toronto.  they are rude, they are lazy, they are extremely over priced.  i have bought tools here and used them in the past and they were good.  this year i bought a crane and",2,negative
312,Quality work and proper technique were not rewarded in the end.   no awards for the groomers.   they lost out on potential client relationships since the only people that showed up and reviewed the property were the realtors. ,2,negative
313,still trying to get an estimate.,2,negative
314,"like it or not, our family has earned our keep.   being",2,negative
315,"Quality work, but at a premium!",2,negative
316,"i opted to do my renovation in the summer, instead of the winter, because of the heat.",2,negative
317,"the roof and walls had been repaired, but the inside of my home was just as strange looking.",2,negative
318,"the floor had been redone, but oddly, not painted.",2,negative
319,many of the,2,negative
320,"Quality workmanship, excellent price point and shipping container is a perfect fit.  i am shipping my equipment to them from here now.",2,negative
321,"when the repairman arrived, he apologized profusely for the delay in getting parts, but told me he would need to order more parts to repair the same problem.  when i asked him what kind of parts",2,negative
322,Quality work and finished product as described.  i'd go 5-10 minutes less for the same repair.  and it saved me $4000 in labor.  seems like a slam dunk to me...but i guess that depends on the mechanic and how aggressive he/she is with the work.,2,negative
323,"it's been 3 years since i had a leak
#
Quality work and excellent communication.   but the real star of the show was my home inspector, mike.   he was the last person to check out our roof before recommending repairs.  he recommended repairs that we did not already have planned.  we did not make the connection between the two checks and the repairs that we did already have in the
#
Quality workmanship, but this place needs a serious renovation! 
we don't recommend using this place for repairs.",2,negative
324,"the six figure bill for air conditioning was obviously not justified.  he came in 5 days, but the repairs lasted 9 months.  the compressor went out, and he had all kinds of problems with it, including a few months ago",2,negative
325,"Quality work and took time to complete, but the addition of the 30 round magazine was a step in the wrong direction.  even with the right tools and the right parts....this is a very poor job done by inexperienced trades.",2,negative
326,their work was sloppy and they didn't make it look like their job was done properly.  despite claims of being 3 days,2,negative
327,"Quality work and great customer support, but this place needs to be fixed up and tidied up. we have seen better days.",2,negative
328,"we booked ahead of time at my home because i thought it would be a good time to get a repair done. the showroom door was closed and not showing, so i decided to give it a real try. it",2,negative
329,"Quality work for an old and needs some serious repairs.  my husband and i bought a new unit from them in 2014.  in the spring, the steam for the new unit started to come out.  we called them about it and they said it was normal and not a problem.  in the summer, they said it could be a common cold,",2,negative
330,"Quality workmanship on my items and the cost is fair, but this place put my trust in a person who turned out to be a nosy, entitled little nosy, no good, will not stay in my home anymore. i have purchased furniture in the past and always used hock 'em, but the ineptitude of this staff member was not up",2,negative
331,Quality work on the hatch in the daytime to keep it from sinking in the summer heat.  when i brought this up i was told their was nothing they could do.  always have to go to the house office to get repairs done!  i am always left waiting and have to think about who will take care of my repairs.,2,negative
332,good company with quick,2,negative
333,Quality work but it is a step up from what it was for me.  now i'm about to buy a brand new tub and shower combo.,2,negative
334,it's too bad as they are located in downtown toronto and it seemed like they had a friendly staff here. my only complaint is that one of the owners was kind of a dick to my girlfriend.,2,negative
335,"Quality work, not impressed.  would not order from there again.",2,negative
336,"i recently moved in here and am very unhappy with the upkeep and maintenance in this place. some amenities that they offer such as a/c don't work properly a/c doesn't work properly pipes don't work properly full refund to tenant . needs repairs in the past and it
#
Quality work from start to finish but this part is ridiculous at around $400. would not recommend this company to anyone.
i have a home warranty with american home shield company. i was sent a compounding nurse to check my home. i found a problem with a repair needed to be done on a system that uses a division cooling system. a division
#
Quality work but they are not here to help you. they want to charge you, and possibly get you to sign a contract before they will do the work. i couldn't be happier with any other company.
it's true, we have walked into lots of traps and have needed to be chased all over the neighborhood to find them. ",2,negative
337,sometimes,2,negative
338,"Quality workmanship,not what i was looking for in a deck manager",2,negative
339,"me and my wife purchased a sectional from cfj in 2014 for a 10th birthday celebration. the sectional we purchased had been repaired previously and was wearing very well. we loved the detail and the material was top notch, however after a little research we discovered that the horrible repair",2,negative
340,"Quality work, but the negatives outweigh the positives.  we had the honor of working with mike p. at jenny's shop.  he was a bit skeptical at first, but very friendly.  when he realized we were serious, he started to explain things clearly.  when it was time to send out the smaller pieces, he kept us posted",2,negative
341,Quality work but this has been the most hassle i have had with any home repair in my life . and the repairman didn't even seem to be that interested in helping me!  if i can rate 0 i would because that is the only reason i have stayed this long !,2,negative
342,zero stars because i can't make this work.  they came out on,2,negative
343,Quality work and answer my calls were the difference between $1200 and $2000! thank you!,2,negative
344,"they were quick and courteous, but $600 for a repair that could have been performed locally. i would rather pay a little money and risk a little more, but in the end, i will probably pass.",2,negative
345,the place has lost some of its,2,negative
346,"Quality work, great communication, but they never deliver. i've had leaks at every shower and every bathroom faucet. there are more plumbing issues with this company than just poor workmanship. every time a repair is attempted, it's either botched or the work was done for another company. avoid these dishonest companies!",2,negative
347,"very disappointed with this business.
#
Quality work without breaking anything. 
brought in my brand new home and had them look at it. .was told i needed major repairs and replacements. .told me i need to get another estimate and then followed up with a second company.


i am very disappointed that they did not get the job done properly.",2,negative
348,had jack the roofer,2,negative
349,Quality workmanship,2,negative
350,would give them kudos if i could! they have a good sam drive thru that delivers most everything i need for less than $25!,2,negative
351,they charged me an additional $75 for being late!,2,negative
352,"i would never give them my money again.""",2,negative
353,got a small amount going on my roof and it looked pretty bad.,2,negative
354,"Quality work and properly installed.  my complaint is that the outside tiles begin to peel off after a certain time (not after the installation, but after the outside tiles have been removed). force yourself to spend some time to properly repair this tile pit.",2,negative
355,"no mapping or measurements done, freehand microblading? had to pay to have repaired",2,negative
356,had roof,2,negative
357,"Quality work, proper equipment does not match.  they were not here when i had my repair done, and when i brought the issue to the attention of the manager, she simply posted a note on our business website.",2,negative
358,not happy with the quality of workmanship ,2,negative
359,felt that we were not offered a satisfactory solution and felt that the decision to repair was,2,negative
360,Quality workmanship but my whole experience was poor,2,negative
361,"when the technician arrived i told him to put on a pair of gloves, as i had never done that before. i was told that it would take some time to perform the repair. in the meantime, i requested a refund of the $265.00 i paid.",2,negative
362,i would not recommend this company at,2,negative
363,Quality work but it's a step up from what they said it would be. we stayed here for a business conference and all I got was shoddy workmanship and poor craft.,2,negative
364,the fix they came out the other day was shoddy work and cost us an extra $50.,2,negative
365,i wouldn't recommend this place to anyone.... it's too,2,negative
366,"Quality work, but it was a step up from what they asked for.  would not recommend.",2,negative
367,i needed windows repaired along with gates repaired along with a few other small repairs.  i had them do the windows and the gates and all the bells and signaling installed and they told me i needed new curtains and everything.  it was pretty clear from the,2,negative
368,"Quality work, cost effective.  these guys charge $99 to diagnose and $350 to perform the repair.  the real cost would be $1500 - $2000 for each new valve.  save your money, go with a different company.",2,negative
369,very poor quality work.  dropped the parts we ordered from them.  they dropped the part that broke our,2,negative
370,Quality work and proper product.  i wish i would have looked on here before even having them come to look at our units.,2,negative
371,"had some come out to inspect our new front loaders.  2 days later everything seemed wrong.  they took several measurements while we waited for them to return.  when we finally had enough, our plumber went into",2,negative
372,Quality work not as advertised.  our cabinets now are in good shape but this was not the work performed by jc.  the pictures do not represent what you get with a jc.  the cost is also in the low thousands of dollars.  i strongly suggest you do not get a second opinion since they have been slow to respond to my emails,2,negative
373,Quality work be done by the contractor.  notification to the family and guests  of the repair.  all was good from the time we got here until the time we left.  our furniture was clean and the  wall covering was repaired.  the lady at the gate was friendly and helpful.  we cannot recommend nor will we allow our children or guests,2,negative
374,Quality work and didn't leave any food out at home. took long enough for them to try to push it to be ready for walk-through.,2,negative
375,"really bad place to live at, they sink themselves down to make repairs that are not necessary and don't even try.  their computer system is a joke, they have had my tenants equipment towed away from",2,negative
376,"Quality work generally, but this is the most expensive i have seen them.  i would not recommend them to anyone because of the outrageous pricing and because of the numerous problems with the repair work.  i paid a little over $200 for a basic tune up. the parts list said i needed 16 if i wanted 24 hour tech support, but the actual tech",2,negative
377,"Quality work and a bit of a pain in the ass sometimes but i guess that's to be expected when you rent a house from a man named bob. i guess that also explains why my bathroom faucet is leaking...""",2,negative
378,"today we found a giant hole in the side of our house in which a sewer had been kicked in! they have been unable
#
Quality work and great products is what draws visitors to this location.  however, there is always someone better to meet their clients needs.
if i could give lower i would.  we came on 12/28/18 for a repair. air went out again so we called for a third time. repair man came out today, and replaced a capacitor with
#
Quality work, not unprofessional. but he is also very cheap. beware!
this was a disappointing experience. keystone security guards were not available and claimed they were busy.  i had a minor repair done in the afternoon that fixed my rear bumper.
i had a very unpleasant experience with guided real estate. i've been interested in renting from them
#
Quality work and attention to detail.  but beware of being ripped off here.  you may be out of luck - and you'll be SURE to be OUTLOOKED!  i've been there twice, and both times they were less than happy to help.
had roof checked out before purchasing current home 6 months ago and according to the",2,negative
379,"Quality work and great attitude. we had them make a hole in ceiling. it held for almost 2 weeks. when i brought the whole thing home i was told it was ok because there was no leak. the guy told us the system is 12 years old and our system is 3 months old. we are paying a total of $6,000 for their """,2,negative
380,"Quality work. great location, but one big step for a minor repair.",2,negative
381,"not happy with my experience.  i made the appointment, and the attendant said we would need to reconfigure our bathroom, as if that was a normal part of any remodel.  not impressed.   i found another plumber, and he confirmed that our existing
#
Quality work, but it sure is busy. i guess the staff is licensed and certified too. i have a feeling things are a bit dodgy under the hood.",2,negative
382,"they have dry wall repair in their shop, drywall repair in mesa, very expensive quote. need a total renovation. less than 5 hours from my home. what a waste of time",2,negative
