,reviews,Rating,Ranking
165,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and found a number of major issues that were not obvious. he clearly knows his stuff, and was happy to explain things to me while i tagged along on
#
happy handyman.  he is always available to help.  we are forever grateful for his honesty and integrity.  we would highly recommend him to anyone seeking quality work.
we are a small but dedicated cplr, and ljones is the most honest and dependable cplr we have worked with.  we have recommended and will continue to
#
happy handyman and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and ready to work. he was very friendly and professional. he was very responsible and communicated well about what was needed. i can't say enough about how good a job he did. i will definitely be",2,positive
166,"happy handyman"" and i would recommend him to anyone looking for a good, honest, and speedier repair.",2,positive
167,"wow! we called the same day and javier not only responded quickly but was able to assist us within only a couple hours.  he was very friendly and very knowledgeable in various handyman problems. 
he was very professional and went
#
happy handyman and his team.  we called on the worst day of the year 122 degrees and he was the only person out of four who met our deadline.  he got the temperature right and the dirt level right.  he did the work in a timely manner and at a reasonable pace.  he cleaned up everything after he left.  people often",2,positive
168,"happy handyman"" and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and ready to work. he was very friendly and professional. he finished on time and with his promised results. i can't say enough good things about him. a review to follow.",2,positive
169,i called on,2,positive
170,"happy handyman"" and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and works very fast. he assembled my 12' trampoline in a little less than an hour! he was very friendly and professional. he cleaned up after he completed his work and left me with a",2,positive
171,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
172,"my ""guardian's"" was great.  they did a smoke test and found out that the ""guardian"" was just as bad as it gets!  the ""guardian"" always seems to be in the area,   getting any repairs done.  i",2,positive
173,"happy handyman"" to my home.  he did a fantastic job of clearing away my drywall and tile messes in no time.  he also did a fantastic job of decorating my home.  my kitchen looks like a brand new kitchen and i will definitely be using his again for future projects.",2,positive
174,i used scott for a small drywall repair,2,positive
175,happy handyman job that he did for us.  we are very happy with the work and the results.  he is very personable and you get a lot for your money at this rate.  would highly recommend him for anyone needing any home improvement work.,2,positive
176,"i needed some baseboard work done. i was really curious what type of work was available
#
happy handyman and ""outstanding"" , and i will definitely be using them for any electrical projects i have coming up that require electrical.",2,positive
177,"galloway painting owned by mark galloway did a fantastic job painting our 5 bedroom house. he was very reasonable, got me in and out quickly and was very knowledgeable on different types of paint. i will
#
happy handyman and i would recommend him to anyone looking for a good, honest guy. he does excellent work, is knowledgeable and friendly.",2,positive
178,i moved into bloom 24 2 months ago and i love it! james the manager has really stepped up to ensure i'm happy. maintenance is a little slow but they are balancing between renovations and repairs so jose,2,positive
179,"happy handyman"" and i will definitely be in touch with him for other projects i cannot handle myself.",2,positive
180,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and found a number of major issues that were not obvious. he clearly knows his stuff, and was happy to
#
happy handyman and ""super helpful"" with our home repairs.  they are always on time and reasonable rates.  they are always professional and courteous.  they are always on time and reasonable for the amount of time and work they spend.  they are a pleasure to deal with and we highly recommend them!",2,positive
181,we called on the worst day,2,positive
182,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
183,"benjamin was very helpful in tracking down the source of a leak in my roof that we thought might be from the air handler in our attic. he found the leak and the culprit, recontainer, called home warranty, and had the work done in less then
#
happy handyman",2,positive
184,i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. they came out right away but made an error on the estimate and stood by their original quote to repair my gas fireplace. another mistake they made was not including a wrap-around garmet that,2,positive
185,"happy handyman""",2,positive
186,"i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. they were incredibly responsive and got me immediately to work. after 6 pm, four guys walked me through everything they were doing and answered all my questions. they were so friendly and non-jud
#
happy handyman and his crew did a wonderful job.  my dryer sucks!  it seems to always be on the verge of shutting down.  every couple of months or so, my wife and i are fortunate enough to find a home warranty company that only pays out if things go wrong.  this company always delivers.  seems to me that every",2,positive
187,"happy handyman""",2,positive
188,we needed a new weather strip on top of our garage door.  he repaired it quickly and it is working perfect.  we have reported him to the home warranty company.  we will definitely use him for future repairs.  thanks!,2,positive
189,mike is honest and dependable.  he came by to look at our garage door a,2,positive
190,"happy handyman"" and his crew helped me out when i was a new home buyer.   i appreciate them so much!   you can't go wrong trusting these guys!",2,positive
191,i needed 2 tiles after a recent storm.  the tile on my roof is no longer available.  another company quoted $500 to replace just 2 tiles.  i contacted,2,positive
192,"happy handyman"" and i will definitely be in touch with him for other projects i cannot handle myself.",2,positive
193,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and found a number of major issues that were not obvious. he clearly knows his stuff, and was happy to
#
happy handyman and ""one of my top choices for a repair in las vegas"".  very knowledgeable and honest.  this guy can do it all, and does it efficiently.  he estimates, guides, and solves problems with precision equipment, and is fair in pricing.  i would highly recommend him for any job!",2,positive
194,"i was really impressed
#
happy handyman and his team are great. they do great work, don't gouge you, and are very affordable.  i would highly recommend them for any home improvement or repair",2,positive
195,"i was really impressed with vahn. i had a really tough repair job. i wanted the old slider door off my porch. he repaired it beautifully. the front
#
happy handyman and ""one of my all-time favorite guys to work with. great attention to detail"".  we asked for a scope of the work and he gave us a very competitive price.  his work is beautiful and you can't even tell there was a repair.  he has completed one wall repair and one floor installation in just over a month",2,positive
196,"happy handyman"" and ""super helpful"" with our home repairs.  these guys know their stuff and do awesome work.  highly recommend them!",2,positive
197,"my new home is upstairs, i had a problem with one wall of the kitchen and they showed me how to fix it. the repair was quick and it is working perfect.",2,positive
198,i called on the worst day,2,positive
199,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
200,"my new job on this site should be to alert people as to when restaurants are closed lol. last week i walked to dukem in the freezing cold to find out they were closed until further notice. today, i am finding out sher-e-punjab is",2,positive
201,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
202,my home warranty policy sent these guys out to my house to look at my old furniture. i had called other companies since the package was delivered and got any and all answers in a week. no complaints here. they even cleaned up after the job was done. highly recommended,2,positive
203,"happy handyman"" for us. he did a great job of repair and he was very reasonable.",2,positive
204,"steve/diamond roofing did an outstanding job on our residence and detached garage. first came the initial visit/estimate. steve was very thorough on the inspection, pointing out all the areas that required some special attention. the estimate was very
#
happy handyman as he was calling him.  i wasn't expecting that response.  very professional and courteous.  thanks again!",2,positive
205,i called arthur at 7am when both upstairs and downstairs air conditioners stopped blowing cold air.  he had both units repaired by 9am.  i was not asking him to come out quickly. i,2,positive
206,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
207,great experience with pipe dreams. cj & zach repaired a hot water slab leak that they painstakingly traced. they were respectful of my hot water schedule & cleaned up after the work was done. i appreciate their concern & cj & zach are awesome!,2,positive
208,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
209,"my new job on this site should be to alert people as to when restaurants are closed lol. last week i walked to dukem in the freezing cold to find out they were closed until further notice. today, i am finding out sher-e-punjab is",2,positive
210,"happy handyman"" and was very responsive to my inquiry.  he was able to install a new garbage disposal and dryer on my house, repair for plumbing issues, and a dozen other handyman projects.  he did it all in a few days and was extremely punctual.  he even saved me money on the new garbage disposal!  thanks!",2,positive
211,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
212,my ge water softener sprung a leak a week or so ago so i called them for repairs.  they came out on time to do the repairs and were very professional.  the work that was done was awesome.  the best compliment i can give is this company,2,positive
213,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
214,i used scott for a small drywall repair and he did not disappoint. i sent pics via text and he immediately responded with a quote and was out the next day to do the work. the finished texture matched the rest of the walls perfectly - you would have never,2,positive
215,"happy handyman""",2,positive
216,"i called gordon construction enterprise company three years ago to help get my old furniture repaired. a gift certificate was needed to pay the pauper lighting company $125.00 an hour plus the work done.  


when i called they said they would be out first thing in the morning but would be at my house between
#
happy handyman and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and ready to work. he was very friendly and professional. he was very responsible and left the scene of the accident promptly. he has a special place in my heart for him because it was my first accident",2,positive
217,"happy handyman"" and i will definitely be calling him for all my handyman needs.",2,positive
218,great experience with pipe dreams. cj & zach repaired a hot water slab leak that they painstakingly traced. they were respectful but honest in their assessment and corrected nothing wrong. i appreciate this and cj's honesty. i certainly will not call anyone else.,2,positive
219,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
220,my ge water softener sprung a leak a week or so ago so i called them for repairs.  rom came out the next day to find the leak was from under my hot water heater and he fixed it right away.  no push for anything and i was done,2,positive
221,"happy handyman"" for our home repairs.  he did a great job, showed up as expected, and repaired things on time.  highly recommend!",2,positive
222,"highly recommend


this is the second time that i have used this company. the first time was for a leak i had in the front yard. the plumber discussed a few different ways to repair
#
happy handyman and ""one of my all-time favorite guys to work with. great attention to detail.""",2,positive
223,i used scott for a small drywall repair and he did not disappoint.  he cleaned up after and respected the wall and was very thorough.  i asked for a couple options and a couple weeks later it was done.  he also,2,positive
224,"happy handyman"" and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and ready to work. he was very friendly and professional. he was very responsible and easy to work with. he saved me a lot of money on the new garbage disposal. i will definitely be calling him",2,positive
225,"happy handyman"" and was very thorough on the repairs.  he gave me very good suggestions and even a flyer for a handyman for other things i needed done.  he gave me a notice when he arrived and made sure i got out of the way so i could get on with the other stuff needed.  he cleaned up after the work was done and",2,positive
226,"happy handyman"" and his team is great. they are always on time, working to repair and maintain our home.  they have installed light fixtures, electrical outlets, recessed lighting and more.  they have also installed a new garbage disposal and a new continuous garbage disposal.  they accept most major credit cards.  our house has never looked this clean.",2,positive
227,"happy handyman"" and i will definitely be in touch with him for future projects.",2,positive
228,"mike and jimmy were great to work with. i had a tight deadline to meet for a bank refinance, and they helped me fulfill my needs in record time. the installers were polite, arrived on time, and were fast with the repairs. 
#
happy handyman and i will definitely be calling him for all my handyman needs!",2,positive
229,"my ""guardian"" was very happy with ignacio 'nacho'. he did a smoke test and showed the evap system leaks and what needed to be replaced. no b.s. about a hundred different possibilities and unneeded repairs. he also gave a very",2,positive
230,"happy handyman"" and ""one of my top choices for a female-friendly project home.""",2,positive
231,"i'm so glad i signed up for their mailing list!  i was afraid i would lose my spot on recommendations, but they got me in and out in less than a day!  i highly recommend them!",2,positive
232,"my home warranty policy sent these guys out
#
happy handyman and he did a fantastic job.  we finally got a chance to use his power, and it went out in our kitchen sink heater.  we called our home warranty company and they said they'd look into it.  luis was able to order the parts we needed to repair the system.  the next day, he was at",2,positive
233,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
234,we recently purchased a new water heater from lowe's and this company installed it.   the installation was smooth and the water pressure was maxed out.   we didn't need any repairs and   they have a very reasonable monthly fee.   we,2,positive
235,"happy handyman"" and ""great guy"". he did the work efficiently and left me satisfied with the choice.",2,positive
236,i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. not only was my thermostat 122 degrees they were also the only company to arrive within 10 minutes.,2,positive
237,"happy handyman"" and i will definitely be using him for all my future handyman needs.",2,positive
238,"we are a small to mid sized business and i have dealt with a wide variety of roofing contractors. but troy is our go to guy any time we are in need of roof repair. simple, efficient, fair, reasonable and quick.  i recommend him",2,positive
239,"happy handyman, very responsive and very good.  he repaired my drywall and painted it for me.  he also did some drywall and painted for me of my children's bedrooms.  they look beautiful.  he is very punctual and logs every hour or so to ensure the job is done right.  he is very clean and tidy. ",2,positive
240,"happy handyman"" and ""one of my top choices for a repair in the past year.""",2,positive
241,i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. they were absolutely top notch and i recommended them to everyone in my neighborhood. if you need a/c repair call on,2,positive
242,"happy handyman"" and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and works very fast. he assembled my 12' trampoline in a little less than an hour! he was very friendly and professional. he cleaned up after he was done and I was very happy!",2,positive
243,"happy handyman"" and his crew did a terrific job. he repaired stucco hole that were damaged by other roofer, he also repainted. the new stucco hole is beautiful. he did a great job not only fixing the holes in the drywall, but also coloring the stucco. you won't be disappointed.",2,positive
244,my home warranty,2,positive
245,"happy handyman"" and i will definitely be calling him for all my handyman needs. he responded to my quote request very fast. he showed up on time and ready to work. he was very friendly and professional. he was very responsible and finished the job quickly. i will definitely be calling him for all my home maintenance and repairs.",2,positive
246,"troy is
#
happy handyman for my home.  he did a great job, showed up on time, and fixed what needed to be done.  i couldn't be happier with the work and would definitely recommend him to anyone.",2,positive
247,i had a very positive experience with howell. i emailed pics of our kitchen cabinets and he responded the same day with a quote and,2,positive
248,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
249,"my garbage disposal stopped working . another reviewer said the same thing.. i checked the part and it was not a big deal, i bought the part and didn't even notice it was missing. another reviewer even went out and bought a new one which worked too. when i",2,positive
250,"happy handyman"" is a great company to work with. they stand behind their estimates and timelines and show up to do the work when they say they will. they are customer focused and have set up telecommute for you so you can come on in and do the work when you are done. they are easy to get a hold of and the work is always",2,positive
251,"happy handyman"" and i can't say enough good things about him.  he is a true professional and does excellent work.  i have referred him to many of my friends and they always thank me for the referral.  i highly recommend him to anyone needing a home improvement.",2,positive
252,"i was really impressed with vahn. i had a house under contract
#
happy handyman and i will definitely be calling him for all my handyman needs!",2,positive
253,"i used desert blind and shutter repair for one of our broken blinds. after talking with the owner, it was more convenient for both of us to drop off the blind at his place of residence. after two days the blind was fixed and i picked it up. the",2,positive
254,"happy handyman"" is a great company to work with. they have an extensive library of products to choose from, and provide regular updates on new products and services. they also have a knowledgeable and friendly staff, who are happy to answer any of your questions and provide guidance when asked questions. they have a great reputation, and are always sticking to their recommendations.",2,positive
255,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
256,"my garbage disposal stopped working . another company told me to replace a part, which would cost over $500. troy was able to just replace a small part, saved me $500, and repaired my single function garage door. i already had a good sense of urgency",2,positive
257,"happy handyman""",2,positive
258,"i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. they came out right away but made an error on the estimate and stood by their original quote to my home. after talking with the owner, i found other reliable and cheaper repair companies and decided to",2,positive
259,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
260,"our walls were rained in twice and both times the crews came in under budget. they repaired and replaced tiles and painted. they also did some drywall repair and painted. i liked the crew, they were professional and courteous.",2,positive
261,i used scott for,2,positive
262,"happy handyman"" and his crew did a wonderful job.  we had our ceilings repaired, our floors refreshed and our kitchen remodeled.  we couldn't be happier with the results.  we highly recommend handyman xtreme.",2,positive
263,"my ""guardian"" was wonderful and fixed my door quickly and efficiently.  he also gave me a estimate which he",2,positive
264,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
265,great experience with pipe dreams. cj & zach repaired a hot water slab leak that they painstakingly traced. they were respectful of my hot water heater and did not try to fix anything else. i appreciate their concern and cj explaining every step of the process.,2,positive
266,"happy handyman"" for our home repairs.  he did a great job, showed up on time, and fixed our drywall and stucco at no charge.  we will be calling him every time we are in need of a drywall or stucco repair.  thanks, b4!",2,positive
267,i used scott for a small drywall repair,2,positive
268,"happy handyman"" and ""one of my top choices for a female super handyman"".  he did the work in a timely manner and cleaned up after himself.  he was respectful of my tenants and I appreciate his guidance.  i also like that he referred me to a good friend who has also had success with my home (my new rental).",2,positive
269,i,2,positive
270,"happy handyman"" and ""one of my new home's handymen"".  he did a fantastic job of repair and replacement of our stucco fence and it's worth every penny.  i would recommend him to anyone looking for a great, no nonsense, no mess home inspector!",2,positive
271,my new home warranty policy sent these guys out to my house to look,2,positive
272,"happy handyman"" for my home.  he came over as promised and repaired some drywall repair.  very professional and honest.  i will definitely be using him for all my future home repairs.",2,positive
273,i used desert blind and shutter repair for a small drywall repair and they did not disappoint.  i sent pics via text and they followed up the same,2,positive
274,"happy handyman"" and ""one of my new home's finest"".  he did the work of as little as 3 months to secure the door and it is working perfect.  he was prompt, respectful and clean.  i would highly recommend him for all your handyman needs.",2,positive
275,"thank you for friendly, knowledgeable technicians! had to deal with a horrible company",2,positive
276,"happy handyman"" and i will definitely be calling him for all my handyman needs!",2,positive
277,we recently purchased a new water heater from lowe's and this company installed it.   they arrived half an hour earlier than estimated and was done in about an hour!  they have installed other items in our house via lowe's a few years prior. ,2,positive
278,"happy handyman""",2,positive
279,"i called on the worst day of the year 122 degrees and they were the only company out of four that responded to my call after 6 pm. they were absolutely top notch. 


the only part was that i had to wait over 48 hours to schedule a quote on a new compressor. other than that top notch !!!",2,positive
280,"happy handyman"" and ""one of the best"" i've worked with!  he's extremely thorough with his work, and goes above and beyond to ensure the sustainability of our home.  he's on time, cleans up after himself, and is a friendly face to look at.  he's someone i can easily refer and will definitely be reaching out to",2,positive
281,"happy handyman""",2,positive
282,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and found a number of major issues that were not obvious. he clearly knows his stuff, and was happy to explain things to me while i tagged along on his inspection. after getting contractors to give
#
happy handyman and ""one of my top choices for a female super handyman"". he did more than he quoted, and was very reasonable.  he came over as scheduled, and fixed my door in less than an hour.  i couldn't believe it.  it still isn't working, but it's much easier now to get it working. ",2,positive
283,d up the area after they were finished and we no longer have any weeds or dead plants. they also fixed the flat roof that was unsightly. i would highly recommend them for any unsightly flat roofs you may have.,2,positive
284,the roofer who came over assessed my roof and provided an estimate which he used to,2,positive
285,"professional.  he was punctual, professional, and courteous.  i will forever refer him to all my friends and colleagues.",2,positive
286,i called on the worst day of the year 122 degrees and they were the only company i called. reputed not worth it. wasted my time and money. not worth it to be honest. very professional.,2,positive
287,"professional, courteous, professional and knowledgeable.  i will definitely recommend him and refer him to my friends and colleagues.",2,positive
288,"thank you soooo much.  i called 8 different home repair guys and one of them told me my hot water heater wasn't really needed and that i should just replace it.  kevin was able to just replace
#
professional job and i would recommend him to anyone who needs roof repair.
we were recently selling a property we owned and the buyers home inspector noted that the garage door was not operating exactly how it should so i put a call in to fred at garage door commander. ",2,positive
289,after explaining to fred the inspector's concerns he explained to me,2,positive
290,"professional job done right, with a smile and a professional demeanor.  they explain things very well and are very thorough.  we are having them re-tilt our new garage door in two weeks!  we cannot wait to employ their help with the keyway.  we will refer them to our friends and family.  we cannot thank you enough",2,positive
291,"professional job.  i would recommend him to anyone.""",2,positive
292,"i appreciate the andrewson renovations. as a new homeowner i needed to renovore my kitchen and bathroom. after looking into a few other options, i decided to go with andrews on the recommendation of a friend. 


the results were amazing!  my kitchen and
#
professional job.  i would recommend him to anyone.",2,positive
293,"the best place in the valley to live, tops.  i've lived in several houses in the valley and this is the best one yet.  after a horrible experience with another company, i called and spoke with keith at keith at alltel.  he was very responsive and pleasant",2,positive
294,"professional quality"" and that he would be able to fix it right ""the first time"". he did just that. it's a small repair, but one that he fully explained and trusted. he also gave my old gate a quick repair so it could be used for landscaping. thanks mike!",2,positive
295,i moved into bloom 24 2 months ago and i,2,positive
296,"professional, courteous and professional.  i appreciate the honesty and integrity they bring to the table.  as a new homeowner i am always on my guard - especially when it comes to my renters.  i can't recommend them enough!""",2,positive
297,i called on the worst day of the year 122 degrees and they were the only company out of four that,2,positive
298,"professional professional"" and i will refer them out to all my friends and colleagues.",2,positive
299,i'm so impressed by this place.  i had a roof leak and a lot of bad reviews so i'm going with yelp to find out how i can save money and  have a roof leak repaired at a later date.  thanks again so much for,2,positive
300,happy with the work and helped us avoid potential costly repairs.,2,positive
301,"i'll call on em all the time. great product and honest company.""",2,positive
302,"thank you for your honest evaluation and showing up quickly and promptly - even though my ac is not going to be repaired by alpha - i will recommend everyone to contact them based on honesty and the utmost professionalism!




#
happy with the work he did. i would recommend him for anyone needing roof repair.
thank you mike for fixing our drywall problem!  we are very happy with your work.  we are satisfied with the quality of your work and the fact that you  only charged us what you quoted.  ",2,positive
303,we have referred your brand new drywall,2,positive
304,"happy with the work he did for us. he was punctual, professional and very friendly. we will definitely be calling him again for any future repairs.",2,positive
305,"thank you troy!  i had a leak in between the house and the main and naylor didn't fix it like other companies quoted me.  they referred me to another company that quoted me $
#
happy with the work he did.  after he finished, he asked me a few questions about my new and/or old house. i answered him all in a clear and concise manner.  his questions were thorough and i felt he was honest enough to share his home with i.
they listed the work they did at our request and did so quickly.  the
#
happy with the work. he repaired the oxygen sensor in my master bedroom Christmas tree. i loved the attention to detail. he also installed a new light fixture, a flush with the wall, and a better lit area in my bedroom. he did these things all in a timely manner. plus he cleaned up after he was finished. excellent work.
marty is",2,positive
306,happy with the work and the professionalism of the contractor. he explained before he did anything what the problems would be and fixed them where they were.  the work looks great and the home is tidy.  i would definitely recommend cool touch home repair for your next home repair.,2,positive
307,"thank you for friendly, knowledgeable technicians! had to deal with a horrible company previously. it",2,positive
308,"happy with the work he did!! i have a variety of roofing problems and he's the only person on the east side (and maybe the whole valley) that does custom work. he does great work, is knowledgeable and reliable.  i call him for all my roofing issues and he's the only person i'll use!!",2,positive
309,i got home tonight and my,2,positive
310,happy with the work and very friendly. very professional and always on time!,2,positive
311,"thank you for friendly, knowledgeable technicians! had to repair a hot water heater and repair the drywall box it sat on. friendly, helpful and upfront. these four words describe doug's work.",2,positive
312,i stopped by to have my boots replaced and look for rings. i expected to pay,2,positive
313,"happy with the work he did to make our bathtub look brand new! he's a really pleasant guy, very clean, and does excellent work. i will definitely be calling him again when i need more work done.",2,positive
314,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection
#
happy with the work he did. i would definitely recommend him to anyone looking to repair or replace decorative lighting in homes or businesses. he is also a really good guy -- funny, professional and generally just nice. he probably doesn't do much else for me, but i'm positive you appreciate his efforts.
great work!  thank you!  our tech was j
#
happy with the work and was very easy to work with.  i felt he was more knowledgeable about other aspects of my home warranty than i was.  he also did a incredible job for a very reasonable price!!!  i highly recommend fun & games!
i had charlie do a a few jobs around the house, mostly stuff i don't need, and some
#
happy with the work he did for us. he showed up on time and ready to work. he explained what the problem was and why it wasn't getting any better.  he gave us very reasonable estimates for the work that was done and we didn't have to do anything special. he finished the job in a reasonable amount of time and didn't overdo it.
#
happy with the work they did. i would definitely recommend them to anyone who needs some drywall work done.
i went to sears art studio yesterday to get a few key pieces of photographic photographic equipment repaired.  the technicians  were danny and schrod.  my wife is a bit skeptical about this certification"" as it is just photography, but",2,positive
315,"happy with the work they did. I would definitely recommend them if you have any roofing repairs to make.""",2,positive
316,"my home warranty policy sent these guys out to my house to look at my hvac unit outside since the motor kept overheating.  jeff was great.  he was straight forward, no bullshit, to the point, and very honest.
#
happy with the work and very professional.  i will call on them again for any painting needs and i will refer them to my friends and family.
great job guys
scott was quoted $150.  we didn't have a single problem throughout the whole process.  we even had some minor breaks along the way.  he repaired them all and even replaced
#
happy with the work and extremely professional.  he answered all of our questions and appeared to be very knowledgeable on a wide variety of subjects.  i can't wait to employ his help me in the future with home repairs.  thanks again steve!
steve and his stable of horses  did an outstanding job on my new home. they repaired the foundations",2,positive
317,happy with the work he did.  we now have our wish list completed and our house complete in just a few weeks time.  thanks steve!,2,positive
318,"steve did a fantastic job on our home.  he showed up well ahead of scheduled time.  he communicated well about what he was doing and why it was important to fix our hob.  he
#
happy with the work & very professional.  he/she was able to squeeze me in before they closed for the day & done quick work to finish the work within the week.  very honest - very good at what he/she does!
great location and fairly priced. i love the new renovations. very clean and i love the atmosphere. should definitely come here
#
happy with the work and the quality of his work.
steve is fair, but not inexpensive.  he has been working with me for a little over a year now, and has proven himself to be very reliable and trustworthy.  i call him 'dad' because he refers to himself as 'dad' and because he works at my house.",2,positive
319,happy with the work and the professionalism of the contractor.  i would recommend them and would encourage my friends and family to do the same.  thanks again!,2,positive
320,mike is truly exceptional.  he is responsive quickly to my inquiries and can make any repair or change I require.  he has done a fantastic job for me in terms of home improvement and he is,2,positive
321,"happy with the work and the quality of the work.  it's a pleasure to do business with.""",2,positive
322,"we are exclusive focus plumbing customers! and i can't say enough good things about our experience.  after calling numerous plumbing companies and hauling our baby stroller around town, we decided we needed to find a plumber. we found focus and their professionalism was",2,positive
323,happy with the work!  very professional and always on time!,2,positive
324,i took my old dyson in for repair. i cannot recommend this business or dyson more highly. i will never have any other type of vacuum ever!  thank you for being a wonderful client oriented business! other businesses could learn a lot from this business!,2,positive
325,"seth. i appreciate
#
happy with the work and was very prompt in his delivery.  he could have taken it to me but he gave me more options and said he'll let you know what he has in stock next time.  he did a great job and now i can't even see where the defect was.  he also refreshed the door several times since installation.  it looks great
#
happy with the work they did for us. they look great and we can't wait to use them for all our handyman needs!
i used scott for a small drywall repair and he did not disappoint. i sent pics via text and he immediately responded with a quote and was out the next day to do the work. the finished texture is gorgeous.


#
happy with the work they did on our block wall. they look brand new with the paint job.


my only disappointment is the fact that they did not go out and quote us on a bigger job first.",2,positive
326,we are exclusive focus plumbing customers! and this week proved no different than the past. we had scheduled an appointment for the week ahead. but on th,2,positive
327,happy with the work he did. i would definitely recommend him to anyone looking to have their home looks beautiful again. he did a fantastic job.,2,positive
328,thank you!  i needed some painting done.  he showed me pictures of what my home should look like and i got a rough idea of what i want to paint.  he did a beautiful job and painted a,2,positive
329,happy with the work.  very professional and finish to the job.  they are now a part of my daily driver schedule.,2,positive
330,"my new job on this site should be to alert people as to when restaurants are closed lol. last week i walked to dukem in the freezing cold to find out they were closed until further notice. today, i am finding out",2,positive
331,happy with the work and the process. he explained what the problem was and got it working better than new.  i can't rave enough about this experience and i'm a tough customer.  i saved the company money by not doing a new roof.  i highly recommend futons roofing.,2,positive
332,"thank you soooo much for the fast and efficient repairs!
#
happy with the work that was done.  the couple hundred dollars it cost to replace all 4 panels is unreal.  i would highly recommend them for any and all repairs.
my home warranty policy sent these guys out to my house to look at my hvac unit outside since the motor kept overheating.  jeff was great.  he was straight",2,positive
333,happy with the work he did.  we now have our bedroom painted in our new home.  he did some drywall repair work as well as new windows and doors.  he is a great guy i will be calling him for all my electrical needs!,2,positive
334,"mike is fair, honest and reasonable.  he replaced my old water heater that was leaking by the",2,positive
335,happy with the work he did. very professional and courteous. our dog was indoors all day and had drywall damage throughout the house. had to do some house repairs on the blinds.,2,positive
336,"i called or came in person for a quote on 3 things. after 2 other companies told me they couldn't fix the damage (which i confirmed), and that it",2,positive
337,"happy with the work, he even cleaned up after he was done. he even adjusted the cup holder so it doesn't move when I go to sleep. i can't say enough good things about him.   he is, without a doubt, the best!  i have referred him to a lot of my friends and they always thank me for the referral. ",2,positive
338,happy with the work and really liked the sound of it.  i'd be happy to recommend him to anyone with ac issues.,2,positive
339,"i needed some roof work after a water leak. i was fortunate enough to land on the best business for repair!


i called liberty home repair and received a call from dror within a short time. i described the repair
#
happy with the work and I would recommend them my friends.
i called gordon construction enterprise company three years ago to help get my swimming pool ready for painting. one year later my husband and i were lucky enough that we were able to snag a spot on quote from hyperion. the job was done right and done quickly. quote was sent to us and our",2,positive
340,happy with the work and very friendly. was able to come over next day and complete the repairs without any need for any additional supplies or alterations. very happy with the quality of work and the speed with which they completed the work.,2,positive
341,"scott is fantastic, he saved us from major repairs and now looks great too!",2,positive
342,"great job guys thank you  for the
#
happy with the work and the results were perfect! my kitchen looks like a brand new kitchen and my kids had a blast! my wife says it looks like an updated condo so i'm excited about that aspect. you also need to be excited about the fact that the back of my pantry looks like a cabinet door so i'm always paranoid i'm gonna lose something.
#
happy with the work & very professional. he did a 3-1/2 hour shift to repair a hot water heater & then an additional hour & a half & a half & a half to finish the job around the house. i would highly recommend george construction for any home repair or construction project.
so glad to have found such a capable, honest, and
#
happy with the work quality and the professionalism of the contractor.  the two of them were very responsible and went above and beyond to make sure the job was done right.  cody was very consistent in his work and submitted photos as the job was done.  he explained to me what he was doing during the day and what he was doing at night.  i
#
happy with the work he did. he is very detail oriented and very good with communication. thanks  for putting up with my silly rattle!  you are very kind and gentle.  i will use this company for all my future repairs.
dan came over at the time he said and fixed our door, and within 20 minutes the door was working again.",2,positive
